Municipality,2009,2010,2011,2012,2013,2014,2015,2016
Matzikama,0.01590902379765173,0.010108517372596906,0.009014763282205483,0.009786538489342638,0.006800832196757884,0.007517103747446897,0.013742036172888937,0.011463106083066372
Dr Beyers Naude,0.006593368893442909,0.0031260017213515126,0.0011204199605934452,0.0010896649179814892,0.0005545674532865108,0.0023327473688534656,0.0014381822250099522,0.0012058911103256394
Senqu,0.0009886284738929657,0.00042489324871724984,0.0004743712966567016,0.00030557252608713023,0.0003819457418365122,0.00017523650124368436,0.00392909729457784,0.0013363418592291032
Nama Khoi,0.0038147560177993517,0.0011508823174077485,0.00109783226914385,0.0006022914917292898,0.0007018273606907274,0.0010167704565422833,0.0025980445533763464,0.0019502809696054992
King Sabata Dalindyebo,0.0026013522080754934,0.002801637825212817,0.0032231748938649795,0.0021565574904073757,0.0022857619623002164,0.0014995177964240356,0.0008976410534837265,0.000865490749469883
uMlalazi,0.020853271440053667,0.029118835366867,0.02171022487672696,0.01379137285009099,0.012461869671068774,0.05993889321186018,0.08354851798365828,0.06855518516487731
Matatiele,0.004267990951321173,0,0.005112686296873399,0.008840202309469787,0.006841386143562716,0.01247148816805395,0.006089342864452133,0.007590431744787485
KwaDukuza,0.00441497089822276,0.004663325899111,0.005015770289696668,0.004572631840437339,0.005948194476882237,0.023587121703175663,0.016781530945710825,0.012101434105418111
Lesedi,0.013858996465610127,0.00822947987007033,0.00653808544618455,0.0017361820396122394,0.00036639273168464836,0.009135766888270426,0.049188505350366354,0.0691016727860637
Thembisile,0.00035062590588217973,0,0.00023639746335887653,0.00011722283995038363,0.00022101343050578957,0.005856726159005564,0.02179280511288827,0.0024443124142079662
Magareng,0.0038924791596814065,0.002131267796813094,0.0003333782524959099,0.002237708449746763,0.009323213187243773,0.0022626847322475205,0.0006323397000095502,0.0004537716890503817
Kou-Kamma,0.0038379670976350045,0.0022302560472046828,0.0022977364634791313,0.001832366891316142,0.004415472709196446,0.004859510720898503,0.00518590279315362,0.012905494384280323
Ditsobotla,0.009032717506221189,0.004215847163691021,0.023676158168310233,0.012709390469617313,0.0008176584700315722,0.0014478884451786286,0.0005363791717733552,0.0005543002457332225
Mafube,0.0016416668892143074,7.444184324792978e-07,0.0028273928759381356,0.001056852984525267,0.0007170838531352176,0.0004125043141378664,0.0005725019464377978,0.0003487891459058272
uMhlathuze,0.003639205949373902,0.0021675922213664797,0.0011443942203225163,0.0017535199994724473,0.0051697257335976046,0.02404908065982637,0.0202225004054886,0.004141999312482604
Kgetlengrivier,0.002326468653372476,0.04305741578443083,0.032920711558995654,0.0161191579297207,0.02070424537670173,0.0052186173369289145,0.0021657523512817346,0.13572783370722769
Mossel Bay,0.010632621680300837,0.004125305832380206,0.004780091492434621,0.006924601052383469,0.010013122765350073,0.02123177386990918,0.029853442071063285,0.03056305804012251
Mbhashe,0,0.004568454267513591,0.003489268458562881,0.002981527375710608,0.0034895222621016205,0.0031739908852650195,0.0015971346294241001,0.006959812748506507
Greater Giyani,0.0011642682023984806,0.0012977277779888286,0.0006876509203185727,0.0006630396158664652,0.00026907574233426515,0.00026810357128734523,0.00029271239004242,0.0002340055072684686
!Kheis,0.0025444976713429766,0.00040322949879215895,0,0,0.0,0.0,0.0,0.0
Nkomazi,0.0017037570695309476,0,0,0.0012078331040446238,0.0005962667226890094,0.01451974111422392,0.040221099183585775,0.03481984993818282
Mtubatuba,0.007920056049677542,0.004339279487619041,0.0033241630342843525,0.0023552422621365915,0.019291499822238087,0.011072874533448634,0.007918074267576168,0.008059624428611467
Elias Motsoaledi,0,0.0039070182023742284,0.01233938626103765,0.0045270809294243155,0.003089977212745232,0.005749311185938859,0.007712675426536812,0.005920605949194061
Molemole,0.057436297129532105,0.01811225673197879,0.00707991314856536,0.006219681695771274,0.0009218576337367926,0.009036782257503342,0.0090985908048493,0.010705486393438829
Oudtshoorn,0.01320019963536948,0.00793970200060268,0.0057663130903325656,0.0046956893116544655,0.002300165206846231,0.010830610449305614,0.012859734029032044,0.024824677894530547
