municipality,2009,2010,2011,2012,2013,2014,2015,2016
Nama Khoi,0.24788432123998555,0.24618110066451804,0.22212514209390574,0.2145875692133862,0.20031049429798872,0.2205124192719244,0.20531007860361597,0.20649080917309326
King Sabata Dalindyebo,0.2851844751228082,0.2267301739111282,0.33108798801298595,0.17154152735481848,0.15174186783809554,0.1971111650881526,0.2883848203087612,0.2775886078199793
uMlalazi,0.24161283917341905,0.2584210578919394,0.23986563937340286,0.1870449343170226,0.23828607938599844,0.2337825035141652,0.19986774486443373,0.12404893773067478
Matatiele,0.16755071102306812,0.18417019135875676,0.1998672059496171,0.24862165354772384,0.26027961672528777,0.20900733461149043,0.2182901773725162,0.18409958733149318
KwaDukuza,0.11735986129969805,0.12585926533301606,0.12472452407995216,0.12403168642767233,0.11703224118999501,0.11726945005721554,0.11524188962817791,0.11797087386546007
Lesedi,0.22451094825491905,0.2329171111206388,0.1819863839839221,0.19943882545782088,0.1886518855506687,0.183413145317883,0.19267463490003994,0.1933290876041012
Thembisile,0.22901023216874344,0.22219080722501036,0.1934333778714587,0.17269134637296155,0.10212440492323734,0.13213362069369217,0.12730898517498213,0.10824797210629829
Magareng,0.3630527613523389,0.2782967021490644,0.20051117749833433,0.2650704052076583,0.21687445924453216,0.2502080310740204,0.24579008805324334,0.25489140270587457
Kou-Kamma,0.3320749377532351,0.11417396632254108,0.14609076417486358,0.21930506784600404,0.2430847631238318,0.2090427613654044,0.30206508824855094,0.32526285163456653
Ditsobotla,0.4187143492009402,0.34321831850675755,0.32974410067943966,0.36053306465178775,0.27058773063657376,0.46728568913213436,0.33708785485109155,0.33334336872970244
Mafube,0.38399118221543865,0.2630870547034099,0.45391547419837813,0.26578423386150957,0.35638714170383645,0.4353591360449782,0.35036746824394677,0.35398738969990895
uMhlathuze,0.23994081244932114,0.2081732270665313,0.2086985370424289,0.19077969321056526,0.1757201656663676,0.1582219089890443,0.1589502646360405,0.17833740040656715
Kgetlengrivier,0.26471653319779626,0.2926277139881273,0.23676970530475783,0.28416386405575556,0.32116574384086377,0.24867961520671372,0.2515208673392038,0.2295464057371245
Mossel Bay,0.2544478144008278,0.21504001855067872,0.2170337152378217,0.24092130615590904,0.25918859859005716,0.2500197397185507,0.2600846534244718,0.2635609302914906
Mbhashe,0.27768086140317877,0.17273651824012315,0.2280913952026218,0.1939922243414654,0.17984007326347246,0.16782350023534037,0.1424976223817595,0.2198349472369758
Greater Giyani,0.33200563263426286,0.37748908177800816,0.3737210452406511,0.28061622088395644,0.2759217791510405,0.28691135253625744,0.2421407261194824,0.23062568221755964
!Kheis,0.33841160957422034,0.23416946691614418,0.22404249846638916,0.21304845374286277,0.20578230396492947,0.24929282377758072,0.21177685131689442,0.2428805275835728
Nkomazi,0.2827754956931994,0.34036680892375193,0.5113554424900545,0.30384984841093005,0.2768737447154806,0.30215518372934935,0.22809511275214497,0.23152485657809513
Mtubatuba,0.4298210786227412,0.4005420684179465,0.28779915682254814,0.19008594245442004,0.2281242492390315,0.18404884406039626,0.15819739391863272,0.19346435010902482
Elias Motsoaledi,0.4794501712594477,0.21375969290020613,0.2740178188891375,0.24695286306389932,0.27157458021267983,0.3006927912215545,0.2520577242353094,0.23757048501243075
Molemole,0.28237664931072415,0.21455712214626643,0.3507618598166084,0.3008671963059277,0.2715772599960459,0.2935932670275789,0.3172599870759877,0.2980667401909958
Oudtshoorn,0.3070482589977223,0.35840360087637974,0.371660014442671,0.361436038319989,0.349247063703464,0.3583087259822528,0.3475742941917799,0.3994877865225304
